_id,Date,HB,HBName,DailyPositive,CumulativePositive,CrudeRatePositive,CrudeRate7DayPositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,DailyNegative,CumulativeNegative,CrudeRateNegative,TotalTests,PositiveTests,PositivePercentage,PositivePercentage7Day,TotalPillar1,TotalPillar2,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2
2911,20200909,S08000028,NHS Western Isles,0,9,33.96226415,0,0,0,0,20,1988,7501.886792,129,0,0,0,31,98,,:,,:,0,0
2912,20200909,S08000029,NHS Fife,3,1041,278.2455296,8.018603159,0,127,33.94542004,420,35165,9399.139337,1508,3,0.198938992,0.457927876,228,1280,,:,,:,0,3
2913,20200909,S08000030,NHS Tayside,2,2195,526.9475453,8.402352659,0,209,50.17404873,468,45393,10897.37126,1777,3,0.16882386,0.562390158,248,1529,,:,,:,0,3
2914,20200909,S08000031,NHS Greater Glasgow and Clyde,84,6290,530.6942054,44.80105295,0,756,63.78454996,1574,131055,11057.25423,5118,95,1.856193826,2.035347196,1536,3582,,:,,:,9,86
2915,20200909,S08000032,NHS Lanarkshire,59,3266,493.383286,30.36437247,0,361,54.53501722,928,70803,10695.9635,3081,62,2.012333658,1.415964173,906,2175,,:,,:,1,61
2916,20200909,S92000003,Scotland,222,22288,407.7570435,21.05744603,0,2558,46.79839005,6710,562322,10287.63264,22641,243,1.073274149,1.100116614,5607,17034,9,,1,,18,225
2917,20200910,S08000015,NHS Ayrshire and Arran,5,1461,397.0216582,17.12003044,0,175,47.5556401,394,35888,9752.438925,1246,8,0.642054575,0.911105639,308,938,,:,,:,0,8
2918,20200910,S08000016,NHS Borders,4,388,336.6886498,14.75182228,0,39,33.84241583,100,11157,9681.53419,487,15,3.080082136,1.498127341,141,346,,:,,:,2,13
2919,20200910,S08000017,NHS Dumfries and Galloway,2,333,224.5599838,8.766605975,0,40,26.97417223,159,15695,10583.99083,492,2,0.406504065,0.451545676,202,290,,:,,:,2,0
2920,20200910,S08000019,NHS Forth Valley,3,1223,399.764652,12.74801425,0,135,44.12774164,391,30858,10086.62112,1264,6,0.474683544,0.731125037,428,836,,:,,:,2,4
2921,20200910,S08000020,NHS Grampian,3,1977,337.6312868,5.294167876,0,155,26.47083938,423,64425,11002.4763,1634,7,0.428396573,0.333889816,470,1164,,:,,:,0,7
2922,20200910,S08000022,NHS Highland,5,488,152.0912548,7.791560182,0,65,20.25805647,327,30824,9606.682042,1220,5,0.409836066,0.378181818,346,874,,:,,:,0,5
2923,20200910,S08000024,NHS Lothian,24,3588,393.2097886,15.01386317,0,490,53.69921862,953,87639,9604.379226,2691,28,1.040505388,0.938438438,707,1984,,:,,:,3,25
2924,20200910,S08000025,NHS Orkney,0,18,80.35714286,0,0,1,4.464285714,9,1658,7401.785714,23,0,0,0,22,1,,:,,:,0,0
2925,20200910,S08000026,NHS Shetland,0,57,249.2348054,4.372540446,0,5,21.86270223,25,2555,11171.84084,50,0,0,0.184162063,28,22,,:,,:,0,0
2926,20200910,S08000028,NHS Western Isles,0,9,33.96226415,0,0,0,0,20,2008,7577.358491,111,0,0,0,27,84,,:,,:,0,0
2927,20200910,S08000029,NHS Fife,8,1049,280.3838238,9.087750247,0,127,33.94542004,307,35472,9481.196376,1085,9,0.829493088,0.549532155,200,885,,:,,:,1,8
2928,20200910,S08000030,NHS Tayside,3,2198,527.667747,6.961949346,0,209,50.17404873,416,45809,10997.23923,1234,3,0.243111831,0.468299712,307,927,,:,,:,0,3
2929,20200910,S08000031,NHS Greater Glasgow and Clyde,109,6399,539.8906551,46.8259593,0,756,63.78454996,1494,132549,11183.30465,4727,127,2.686693463,2.22058514,1539,3188,,:,,:,16,111
2930,20200910,S08000032,NHS Lanarkshire,50,3316,500.9366125,33.68783612,0,361,54.53501722,825,71628,10820.59339,2381,52,2.183956321,1.616770569,841,1540,,:,,:,5,47
2931,20200910,S92000003,Scotland,216,22504,411.708745,21.35016465,0,2558,46.79839005,5843,568165,10394.52982,18645,262,1.405202467,1.173710998,5566,13079,20,,1,,31,231
2932,20200911,S08000015,NHS Ayrshire and Arran,8,1469,399.1956303,16.57653741,0,175,47.5556401,309,36197,9836.408598,1073,8,0.745573159,0.881451201,343,730,,:,,:,1,7
2933,20200911,S08000016,NHS Borders,2,390,338.4241583,13.88406803,0,39,33.84241583,50,11207,9724.921902,342,6,1.754385965,1.648610457,81,261,,:,,:,2,4
2934,20200911,S08000017,NHS Dumfries and Galloway,0,333,224.5599838,8.766605975,0,40,26.97417223,112,15807,10659.51851,395,1,0.253164557,0.49088359,178,217,,:,,:,1,0
2935,20200911,S08000019,NHS Forth Valley,6,1229,401.725885,10.13303697,0,135,44.12774164,260,31118,10171.60788,945,6,0.634920635,0.613967767,402,543,,:,,:,1,5
2936,20200911,S08000020,NHS Grampian,11,1988,339.5098625,5.806506703,0,155,26.47083938,487,64912,11085.64597,1278,13,1.017214397,0.390997521,412,866,,:,,:,2,11
2937,20200911,S08000022,NHS Highland,7,495,154.2728916,8.414884997,0,65,20.25805647,351,31175,9716.075547,753,10,1.328021248,0.461928178,324,429,,:,,:,0,10
2938,20200911,S08000024,NHS Lothian,20,3608,395.4015934,15.8905851,0,490,53.69921862,753,88392,9686.900678,1990,24,1.206030151,1.030597875,613,1377,,:,,:,3,21
2939,20200911,S08000025,NHS Orkney,0,18,80.35714286,0,0,1,4.464285714,9,1667,7441.964286,20,0,0,0,20,0,,:,,:,0,0
2940,20200911,S08000026,NHS Shetland,0,57,249.2348054,4.372540446,0,5,21.86270223,25,2580,11281.15435,39,0,0,0.182481752,21,18,,:,,:,0,0
2941,20200911,S08000028,NHS Western Isles,0,9,33.96226415,0,0,0,0,11,2019,7618.867925,21,0,0,0,20,1,,:,,:,0,0
2942,20200911,S08000029,NHS Fife,2,1051,280.9183973,7.751316387,0,127,33.94542004,267,35739,9552.561944,760,2,0.263157895,0.48787925,265,495,,:,,:,0,2
2943,20200911,S08000030,NHS Tayside,6,2204,529.1081503,7.922218221,0,209,50.17404873,345,46154,11080.06242,1315,6,0.456273764,0.467749877,761,554,,:,,:,2,4
2944,20200911,S08000031,NHS Greater Glasgow and Clyde,88,6487,547.3153117,47.66967028,0,756,63.78454996,1198,133747,11284.38122,3494,105,3.005151689,2.352556178,1277,2217,,:,,:,8,97
2945,20200911,S08000032,NHS Lanarkshire,60,3376,510.0006043,37.91769895,0,361,54.53501722,693,72321,10925.28249,1854,62,3.34412082,1.876239026,647,1207,,:,,:,5,57
2946,20200911,S92000003,Scotland,210,22714,415.5506769,22.0636663,0,2558,46.79839005,4870,573035,10483.62605,14282,243,1.701442375,1.251708117,5364,8918,18,,1,,25,218
2947,20200912,S08000015,NHS Ayrshire and Arran,13,1482,402.728335,18.2070165,0,175,47.5556401,248,36445,9903.801734,672,16,2.380952381,1.006321765,333,339,,:,,:,1,15
2948,20200912,S08000016,NHS Borders,0,390,338.4241583,13.88406803,0,39,33.84241583,59,11266,9776.119403,148,2,1.351351351,1.741996234,55,93,,:,,:,0,2
2949,20200912,S08000017,NHS Dumfries and Galloway,1,334,225.2343381,8.766605975,0,40,26.97417223,141,15948,10754.60247,273,1,0.366300366,0.482425913,177,96,,:,,:,1,0
2950,20200912,S08000019,NHS Forth Valley,8,1237,404.3408623,12.09426993,0,135,44.12774164,156,31274,10222.59994,440,8,1.818181818,0.685251518,246,194,,:,,:,0,8
2951,20200912,S08000020,NHS Grampian,9,1997,341.046879,6.660404748,0,155,26.47083938,459,65371,11164.03381,801,10,1.248439451,0.447363411,362,439,,:,,:,1,9
2952,20200912,S08000022,NHS Highland,15,510,158.9478277,10.90818425,0,65,20.25805647,197,31372,9777.473041,392,16,4.081632653,0.610407447,122,270,,:,,:,0,16
2953,20200912,S08000024,NHS Lothian,26,3634,398.2509397,17.42484849,0,490,53.69921862,601,88993,9752.764414,1234,27,2.188006483,1.119186981,381,853,,:,,:,0,27
2954,20200912,S08000025,NHS Orkney,0,18,80.35714286,0,0,1,4.464285714,5,1672,7464.285714,13,0,0,0,13,0,,:,,:,0,0
2955,20200912,S08000026,NHS Shetland,0,57,249.2348054,4.372540446,0,5,21.86270223,12,2592,11333.62484,27,0,0,0.178571429,24,3,,:,,:,0,0
2956,20200912,S08000028,NHS Western Isles,0,9,33.96226415,0,0,0,0,6,2025,7641.509434,7,0,0,0,7,0,,:,,:,0,0
2957,20200912,S08000029,NHS Fife,1,1052,281.1856841,7.484029615,0,127,33.94542004,182,35921,9601.208136,383,1,0.261096606,0.474877451,180,203,,:,,:,0,1
2958,20200912,S08000030,NHS Tayside,6,2210,530.5485536,7.922218221,0,209,50.17404873,203,46357,11128.79606,429,6,1.398601399,0.472754417,258,171,,:,,:,0,6
2959,20200912,S08000031,NHS Greater Glasgow and Clyde,85,6572,554.486855,48.34463906,0,756,63.78454996,885,134632,11359.04964,2192,104,4.744525547,2.485445589,797,1395,,:,,:,14,90
2960,20200912,S08000032,NHS Lanarkshire,43,3419,516.496465,41.6943622,0,361,54.53501722,506,72827,11001.72216,1118,45,4.025044723,2.073863636,383,735,,:,,:,6,39
2961,20200912,S92000003,Scotland,207,22921,419.3377241,23.3626052,0,2558,46.79839005,3660,576695,10550.58544,8131,236,2.902472021,1.346547055,3338,4793,16,,1,,23,213
2962,20200913,S08000015,NHS Ayrshire and Arran,6,1488,404.3588141,17.12003044,0,175,47.5556401,240,36685,9969.020897,562,7,1.245551601,0.971376765,281,281,,:,,:,1,6
2963,20200913,S08000016,NHS Borders,1,391,339.2919125,13.88406803,0,39,33.84241583,42,11308,9812.565082,148,2,1.351351351,1.72993753,78,70,,:,,:,0,2
2964,20200913,S08000017,NHS Dumfries and Galloway,7,341,229.9548183,13.48708612,0,40,26.97417223,93,16041,10817.31742,196,7,3.571428571,0.729419937,137,59,,:,,:,0,7
2965,20200913,S08000019,NHS Forth Valley,7,1244,406.6289674,12.09426993,0,135,44.12774164,232,31506,10298.43428,420,9,2.142857143,0.696753761,188,232,,:,,:,1,8
2966,20200913,S08000020,NHS Grampian,7,2004,342.2423363,6.831184357,0,155,26.47083938,409,65780,11233.88267,720,10,1.388888889,0.486084636,343,377,,:,,:,1,9
2967,20200913,S08000022,NHS Highland,5,515,160.5061397,11.53150907,0,65,20.25805647,197,31569,9838.870535,341,5,1.46627566,0.635658915,123,218,,:,,:,0,5
2968,20200913,S08000024,NHS Lothian,22,3656,400.6619251,17.86320946,0,490,53.69921862,623,89616,9821.039135,1141,34,2.979842244,1.22045221,372,769,,:,,:,1,33
2969,20200913,S08000025,NHS Orkney,0,18,80.35714286,0,0,1,4.464285714,13,1685,7522.321429,20,0,0,0,19,1,,:,,:,0,0
2970,20200913,S08000026,NHS Shetland,0,57,249.2348054,4.372540446,0,5,21.86270223,22,2614,11429.82073,70,0,0,0.169204738,26,44,,:,,:,0,0
2971,20200913,S08000028,NHS Western Isles,0,9,33.96226415,0,0,0,0,9,2034,7675.471698,16,0,0,0,13,3,,:,,:,0,0
2972,20200913,S08000029,NHS Fife,2,1054,281.7202577,6.949456071,0,127,33.94542004,205,36126,9656.001924,389,2,0.514138817,0.449612403,188,201,,:,,:,0,2
2973,20200913,S08000030,NHS Tayside,9,2219,532.7091586,8.642419878,0,209,50.17404873,213,46570,11179.93038,401,9,2.244389027,0.519316023,235,166,,:,,:,0,9
2974,20200913,S08000031,NHS Greater Glasgow and Clyde,69,6641,560.3084607,47.75404138,0,756,63.78454996,778,135410,11424.69036,1944,75,3.858024691,2.478748213,784,1160,,:,,:,4,71
2975,20200913,S08000032,NHS Lanarkshire,31,3450,521.1795275,43.05396096,1,362,54.68608375,461,73288,11071.36383,932,31,3.326180258,2.139952921,308,624,,:,,:,3,28
2976,20200913,S92000003,Scotland,166,23087,422.3746798,23.60043908,1,2559,46.81668496,3537,580232,10615.29455,7300,191,2.616438356,1.380077908,3095,4205,12,,0,,11,180
2977,20200914,S08000015,NHS Ayrshire and Arran,10,1498,407.0762792,18.47876301,0,175,47.5556401,347,37032,10063.31694,1102,10,0.907441016,1.022653722,426,676,,:,,:,3,7
2978,20200914,S08000016,NHS Borders,1,392,340.1596668,13.88406803,0,39,33.84241583,107,11415,9905.414787,475,8,1.684210526,1.810344828,173,302,,:,,:,2,6
2979,20200914,S08000017,NHS Dumfries and Galloway,2,343,231.3035269,12.1383775,0,40,26.97417223,144,16185,10914.42444,369,3,0.81300813,0.682360969,215,154,,:,,:,2,1
2980,20200914,S08000019,NHS Forth Valley,3,1247,407.6095839,11.44052561,0,135,44.12774164,373,31879,10420.3576,1262,4,0.316957211,0.637887554,365,897,,:,,:,0,4
2981,20200914,S08000020,NHS Grampian,9,2013,343.7793527,8.026641619,1,156,26.64161899,585,66365,11333.78875,1620,9,0.555555556,0.549138421,614,1006,,:,,:,2,7
2982,20200914,S08000022,NHS Highland,6,521,162.3761142,13.40148351,0,65,20.25805647,310,31879,9935.485882,935,6,0.64171123,0.740274059,384,551,,:,,:,3,3
2983,20200914,S08000024,NHS Lothian,29,3685,403.8400421,17.9727997,0,490,53.69921862,839,90455,9912.985348,2578,31,1.202482545,1.197566443,741,1837,,:,,:,4,27
2984,20200914,S08000025,NHS Orkney,0,18,80.35714286,0,0,1,4.464285714,20,1705,7611.607143,56,0,0,0,34,22,,:,,:,0,0
2985,20200914,S08000026,NHS Shetland,0,57,249.2348054,4.372540446,0,5,21.86270223,43,2657,11617.83997,188,0,0,0.165562914,40,148,,:,,:,0,0
2986,20200914,S08000028,NHS Western Isles,0,9,33.96226415,0,0,0,0,28,2062,7781.132075,78,0,0,0,33,45,,:,,:,0,0
2987,20200914,S08000029,NHS Fife,3,1057,282.522118,6.147595755,0,127,33.94542004,323,36449,9742.335552,912,3,0.328947368,0.391052714,276,636,,:,,:,1,2
2988,20200914,S08000030,NHS Tayside,4,2223,533.6694274,8.642419878,0,209,50.17404873,396,46966,11274.997,1007,5,0.49652433,0.49961568,458,549,,:,,:,1,4
2989,20200914,S08000031,NHS Greater Glasgow and Clyde,79,6720,566.9737775,46.7415882,0,756,63.78454996,1330,136740,11536.90392,4300,87,2.023255814,2.413987592,1741,2559,,:,,:,15,72
2990,20200914,S08000032,NHS Lanarkshire,31,3481,525.8625899,44.56462626,2,364,54.98821681,747,74035,11184.21053,2131,33,1.548568747,2.207155222,906,1225,,:,,:,5,28
2991,20200914,S92000003,Scotland,177,23264,425.6128796,23.78338822,3,2562,46.8715697,5592,585824,10717.59971,17016,199,1.169487541,1.374973452,6406,10610,19,,1,,38,161
2992,20200915,S08000015,NHS Ayrshire and Arran,9,1507,409.5219979,18.47876301,0,175,47.5556401,357,37389,10160.33044,1544,10,0.647668394,0.988217408,456,1088,,:,,:,4,6
2993,20200915,S08000016,NHS Borders,0,392,340.1596668,11.28080528,0,39,33.84241583,80,11495,9974.835127,400,7,1.75,1.899256813,130,270,,:,,:,0,7
2994,20200915,S08000017,NHS Dumfries and Galloway,1,344,231.9778812,10.78966889,0,40,26.97417223,132,16317,11003.43921,511,1,0.195694716,0.644930133,231,280,,:,,:,1,0
2995,20200915,S08000019,NHS Forth Valley,11,1258,411.2051777,14.38237505,0,135,44.12774164,287,32166,10514.16991,1419,12,0.845665962,0.763688761,547,872,,:,,:,1,11
2996,20200915,S08000020,NHS Grampian,3,2016,344.2916916,7.685082401,0,156,26.64161899,464,66829,11413.03048,2200,4,0.181818182,0.541002278,646,1554,,:,,:,0,4
2997,20200915,S08000022,NHS Highland,9,530,165.1810759,15.58312036,0,65,20.25805647,362,32241,10048.30767,1392,11,0.790229885,0.868890613,350,1042,,:,,:,0,11
2998,20200915,S08000024,NHS Lothian,46,3731,408.8811932,22.24681914,0,490,53.69921862,829,91284,10003.83566,3082,51,1.65476963,1.454934811,784,2298,,:,,:,7,44
2999,20200915,S08000025,NHS Orkney,0,18,80.35714286,0,0,1,4.464285714,23,1728,7714.285714,38,0,0,0,34,4,,:,,:,0,0
3000,20200915,S08000026,NHS Shetland,0,57,249.2348054,4.372540446,0,5,21.86270223,29,2686,11744.64364,87,0,0,0.162074554,20,67,,:,,:,0,0
3001,20200915,S08000028,NHS Western Isles,1,10,37.73584906,3.773584906,0,0,0,15,2077,7837.735849,105,1,0.952380952,0.214132762,14,91,,:,,:,0,1
3002,20200915,S08000029,NHS Fife,13,1070,285.996846,8.553176703,0,127,33.94542004,332,36781,9831.07476,1447,13,0.898410504,0.508945096,301,1146,,:,,:,0,13
3003,20200915,S08000030,NHS Tayside,6,2229,535.1098308,8.642419878,0,209,50.17404873,332,47298,11354.69932,1509,7,0.463883366,0.508342023,327,1182,,:,,:,3,4
3004,20200915,S08000031,NHS Greater Glasgow and Clyde,86,6806,574.2296919,50.6226587,0,756,63.78454996,1225,137965,11640.25851,4888,95,1.943535188,2.580354799,1880,3008,,:,,:,10,85
3005,20200915,S08000032,NHS Lanarkshire,42,3523,532.2073841,47.73702339,0,364,54.98821681,707,74742,11291.01456,2420,46,1.900826446,2.378386146,906,1514,,:,,:,7,39
3006,20200915,S92000003,Scotland,227,23491,429.7658251,26.07025247,0,2562,46.8715697,5174,590998,10812.25759,21047,258,1.225827909,1.496396545,6626,14421,19,,0,,33,225
3007,20200916,S08000015,NHS Ayrshire and Arran,9,1516,411.9677165,16.30479089,0,175,47.5556401,250,37639,10228.26707,1301,11,0.845503459,0.933333333,362,939,,:,,:,4,7
3008,20200916,S08000016,NHS Borders,9,401,347.9694551,14.75182228,0,39,33.84241583,76,11571,10040.78445,546,21,3.846153846,2.395915161,120,426,,:,,:,2,19
3009,20200916,S08000017,NHS Dumfries and Galloway,2,346,233.3265898,10.11531459,0,40,26.97417223,136,16453,11095.15139,744,2,0.268817204,0.570469799,216,528,,:,,:,2,0
3010,20200916,S08000019,NHS Forth Valley,12,1270,415.1276436,16.34360801,0,135,44.12774164,244,32410,10593.92672,1216,13,1.069078947,0.832615561,523,693,,:,,:,3,10
3011,20200916,S08000020,NHS Grampian,14,2030,346.6826061,9.563658099,0,156,26.64161899,446,67275,11489.19819,2060,14,0.67961165,0.649665471,504,1556,,:,,:,0,14
3012,20200916,S08000022,NHS Highland,14,544,169.5443496,19.01140684,0,65,20.25805647,284,32525,10136.8198,1278,15,1.17370892,1.077483759,348,930,,:,,:,4,11
3013,20200916,S08000024,NHS Lothian,48,3779,414.1415248,23.56190205,0,490,53.69921862,751,92035,10086.13793,2489,53,2.129369225,1.63104242,630,1859,,:,,:,4,49
3014,20200916,S08000025,NHS Orkney,2,20,89.28571429,8.928571429,0,1,4.464285714,14,1742,7776.785714,143,2,1.398601399,0.638977636,32,111,,:,,:,0,2
3015,20200916,S08000026,NHS Shetland,3,60,262.3524268,13.11762134,0,5,21.86270223,21,2707,11836.46699,124,3,2.419354839,0.512820513,20,104,,:,,:,0,3
3016,20200916,S08000028,NHS Western Isles,0,10,37.73584906,3.773584906,0,0,0,12,2089,7883.018868,114,0,0,0.221238938,15,99,,:,,:,0,0
3017,20200916,S08000029,NHS Fife,5,1075,287.3332799,9.087750247,0,127,33.94542004,289,37070,9908.320637,1355,6,0.442804428,0.568630548,258,1097,,:,,:,0,6
3018,20200916,S08000030,NHS Tayside,13,2242,538.2307046,11.28315928,0,209,50.17404873,301,47599,11426.95955,1496,13,0.868983957,0.662968475,249,1247,,:,,:,3,10
3019,20200916,S08000031,NHS Greater Glasgow and Clyde,93,6899,582.076204,51.38199858,0,756,63.78454996,1178,139143,11739.64767,4589,105,2.288080192,2.670850233,1538,3051,,:,,:,18,87
3020,20200916,S08000032,NHS Lanarkshire,44,3567,538.8543114,45.47102544,0,364,54.98821681,608,75350,11382.86301,2661,47,1.766253288,2.341261021,902,1759,,:,,:,5,42
3021,20200916,S92000003,Scotland,268,23759,434.6688621,26.91181851,0,2562,46.8715697,4610,595608,10896.59715,20120,305,1.515904573,1.589998217,5717,14403,34,,1,,45,260
3022,20200917,S08000015,NHS Ayrshire and Arran,9,1525,414.4134351,17.39177695,0,175,47.5556401,241,37880,10293.75798,1040,10,0.961538462,0.987112695,288,752,,:,,:,3,7
3023,20200917,S08000016,NHS Borders,2,403,349.7049636,13.01631378,0,39,33.84241583,107,11678,10133.63415,446,8,1.793721973,2.155688623,132,314,,:,,:,0,8
3024,20200917,S08000017,NHS Dumfries and Galloway,2,348,234.6752984,10.11531459,0,40,26.97417223,115,16568,11172.70214,380,3,0.789473684,0.627615063,176,204,,:,,:,3,0
3025,20200917,S08000019,NHS Forth Valley,9,1279,418.069493,18.30484098,0,135,44.12774164,270,32680,10682.1822,962,10,1.03950104,0.930372149,313,649,,:,,:,2,8
3026,20200917,S08000020,NHS Grampian,12,2042,348.7319614,11.10067458,0,156,26.64161899,442,67717,11564.68278,1502,13,0.86551265,0.717021904,420,1082,,:,,:,0,13
3027,20200917,S08000022,NHS Highland,10,554,172.6609736,20.56971888,0,65,20.25805647,271,32796,10221.28031,973,10,1.027749229,1.203825858,294,679,,:,,:,1,9
3028,20200917,S08000024,NHS Lothian,59,3838,420.6073491,27.39756052,0,490,53.69921862,638,92673,10156.0565,2446,68,2.78004906,1.92513369,727,1719,,:,,:,3,65
3029,20200917,S08000025,NHS Orkney,0,20,89.28571429,8.928571429,0,1,4.464285714,15,1757,7843.75,25,0,0,0.634920635,25,0,,:,,:,0,0
3030,20200917,S08000026,NHS Shetland,0,60,262.3524268,13.11762134,0,5,21.86270223,33,2740,11980.76082,66,0,0,0.499168053,26,40,,:,,:,0,0
3031,20200917,S08000028,NHS Western Isles,0,10,37.73584906,3.773584906,0,0,0,16,2105,7943.396226,97,0,0,0.228310502,14,83,,:,,:,0,0
3032,20200917,S08000029,NHS Fife,17,1092,291.877155,11.4933312,0,127,33.94542004,257,37327,9977.013338,1039,17,1.636188643,0.700079554,209,830,,:,,:,0,17
3033,20200917,S08000030,NHS Tayside,6,2248,539.6711079,12.00336094,0,209,50.17404873,309,47908,11501.14032,1185,7,0.5907173,0.721874149,307,878,,:,,:,3,4
3034,20200917,S08000031,NHS Greater Glasgow and Clyde,74,6973,588.3196652,48.42901016,0,756,63.78454996,1010,140153,11824.86248,3695,88,2.381596752,2.625288822,1350,2345,,:,,:,11,77
3035,20200917,S08000032,NHS Lanarkshire,54,3621,547.011904,46.07529156,1,365,55.13928334,555,75905,11466.70494,2070,62,2.995169082,2.472319126,934,1136,,:,,:,10,52
3036,20200917,S92000003,Scotland,254,24013,439.3157702,27.60702525,1,2563,46.88986462,4279,599887,10974.88108,15935,296,1.857546282,1.664242856,5215,10720,20,,1,,36,260
3037,20200918,S08000015,NHS Ayrshire and Arran,6,1531,416.0439142,16.84828392,0,175,47.5556401,210,38090,10350.82475,870,8,0.91954023,1.015371598,321,549,,:,,:,1,7
3038,20200918,S08000016,NHS Borders,4,407,353.1759806,14.75182228,0,39,33.84241583,94,11772,10215.20305,364,6,1.648351648,2.13692125,103,261,,:,,:,1,5
3039,20200918,S08000017,NHS Dumfries and Galloway,4,352,237.3727156,12.81273181,0,40,26.97417223,84,16652,11229.3479,325,5,1.538461538,0.786275911,141,184,,:,,:,2,3
3040,20200918,S08000019,NHS Forth Valley,11,1290,421.6650868,19.93920178,0,135,44.12774164,208,32888,10750.17161,843,11,1.304863582,1.021030174,412,431,,:,,:,2,9
3041,20200918,S08000020,NHS Grampian,22,2064,352.4891128,12.97925028,0,156,26.64161899,420,68137,11636.41021,1266,22,1.737756714,0.806372308,398,868,,:,,:,0,22
3042,20200918,S08000022,NHS Highland,11,565,176.0892601,21.81636851,0,65,20.25805647,273,33069,10306.36415,747,12,1.606425703,1.238032354,355,392,,:,,:,2,10
3043,20200918,S08000024,NHS Lothian,48,3886,425.8676807,30.4660873,0,490,53.69921862,582,93255,10219.83803,1637,51,3.115455101,2.156500308,577,1060,,:,,:,5,46
3044,20200918,S08000025,NHS Orkney,0,20,89.28571429,8.928571429,0,1,4.464285714,11,1768,7892.857143,29,0,0,0.617283951,28,1,,:,,:,0,0
3045,20200918,S08000026,NHS Shetland,0,60,262.3524268,13.11762134,0,5,21.86270223,21,2761,12072.58417,43,0,0,0.495867769,29,14,,:,,:,0,0
3046,20200918,S08000028,NHS Western Isles,0,10,37.73584906,3.773584906,0,0,0,18,2123,8011.320755,26,0,0,0.225733634,17,9,,:,,:,0,0
3047,20200918,S08000029,NHS Fife,25,1117,298.5593243,17.64092695,0,127,33.94542004,277,37604,10051.05177,802,25,3.117206983,1.058953691,255,547,,:,,:,1,24
3048,20200918,S08000030,NHS Tayside,13,2261,542.7919818,13.68383147,0,209,50.17404873,273,48181,11566.67867,1254,13,1.036682616,0.824062629,764,490,,:,,:,1,12
3049,20200918,S08000031,NHS Greater Glasgow and Clyde,81,7054,595.1537241,47.83841247,2,758,63.95329216,1062,141215,11914.46458,3202,95,2.96689569,2.615880693,1193,2009,,:,,:,11,84
3050,20200918,S08000032,NHS Lanarkshire,44,3665,553.6588313,43.65822708,0,365,55.13928334,488,76393,11540.4254,1589,53,3.335431089,2.453370482,758,831,,:,,:,4,49
3051,20200918,S92000003,Scotland,269,24282,444.2371021,28.68642517,2,2565,46.92645445,4021,603908,11048.44493,13006,301,2.314316469,1.741504559,5351,7655,14,,2,,30,271
3052,20200919,S08000015,NHS Ayrshire and Arran,4,1535,417.1309003,14.40256529,0,175,47.5556401,159,38249,10394.03245,499,4,0.801603206,0.867302689,322,177,,:,,:,1,3
3053,20200919,S08000016,NHS Borders,0,407,353.1759806,14.75182228,0,39,33.84241583,58,11830,10265.5328,156,3,1.923076923,2.169625247,72,84,,:,,:,1,2
3054,20200919,S08000017,NHS Dumfries and Galloway,1,353,238.0470699,12.81273181,0,40,26.97417223,96,16748,11294.08591,200,3,1.5,0.880733945,155,45,,:,,:,3,0
3055,20200919,S08000019,NHS Forth Valley,14,1304,426.241297,21.90043474,0,135,44.12774164,157,33045,10801.49054,443,14,3.16027088,1.11195735,222,221,,:,,:,0,14
3056,20200919,S08000020,NHS Grampian,14,2078,354.8800273,13.83314832,0,156,26.64161899,301,68438,11687.81487,663,15,2.262443439,0.867311335,309,354,,:,,:,1,14
3057,20200919,S08000022,NHS Highland,2,567,176.7125849,17.76475721,0,65,20.25805647,147,33216,10352.17852,323,2,0.619195046,1.018533979,159,164,,:,,:,1,1
3058,20200919,S08000024,NHS Lothian,40,3926,430.2512904,32.00035069,0,490,53.69921862,446,93701,10268.71527,1046,41,3.919694073,2.28171163,355,691,,:,,:,2,39
3059,20200919,S08000025,NHS Orkney,0,20,89.28571429,8.928571429,0,1,4.464285714,7,1775,7924.107143,14,0,0,0.615384615,13,1,,:,,:,0,0
3060,20200919,S08000026,NHS Shetland,0,60,262.3524268,13.11762134,0,5,21.86270223,19,2780,12155.66244,20,0,0,0.501672241,16,4,,:,,:,0,0
3061,20200919,S08000028,NHS Western Isles,0,10,37.73584906,3.773584906,0,0,0,5,2128,8030.188679,10,0,0,0.224215247,9,1,,:,,:,0,0
3062,20200919,S08000029,NHS Fife,16,1133,302.8359127,21.65022853,0,127,33.94542004,181,37785,10099.43068,444,17,3.828828829,1.299311209,174,270,,:,,:,2,15
3063,20200919,S08000030,NHS Tayside,4,2265,543.7522506,13.20369704,0,209,50.17404873,172,48353,11607.97023,378,4,1.058201058,0.802213001,220,158,,:,,:,0,4
3064,20200919,S08000031,NHS Greater Glasgow and Clyde,94,7148,603.0846073,48.59775235,0,758,63.95329216,663,141878,11970.40262,1811,107,5.908337935,2.668959024,811,1000,,:,,:,13,94
3065,20200919,S08000032,NHS Lanarkshire,43,3708,560.1546921,43.65822708,0,365,55.13928334,354,76747,11593.90295,870,48,5.517241379,2.525053263,380,490,,:,,:,5,43
3066,20200919,S92000003,Scotland,232,24514,448.4815221,29.14379802,0,2565,46.92645445,2765,606673,11099.03037,6881,258,3.749455021,1.78470954,3217,3664,19,,0,,29,229
