Health Area,Site Name,Date,Population Band,Population,Result Description - N1 Gene,Reported Value - N1 Gene (gc/l),Days Since Sampled
Ayrshire and Arran,Muirkirk,08/03/2021,0 - 2k,1604,Positive (DNQ),2054,203 days
Ayrshire and Arran,Muirkirk,09/03/2021,0 - 2k,1604,Positive (DNQ),4088,202 days
Ayrshire and Arran,Muirkirk,15/03/2021,0 - 2k,1604,Negative,0,196 days
Ayrshire and Arran,Muirkirk,19/03/2021,0 - 2k,1604,Negative,0,192 days
Ayrshire and Arran,Muirkirk,22/03/2021,0 - 2k,1604,Weak Positive,658,189 days
Ayrshire and Arran,Muirkirk,23/03/2021,0 - 2k,1604,Positive,16569,188 days
Ayrshire and Arran,Muirkirk,30/03/2021,0 - 2k,1604,Negative,0,181 days
Ayrshire and Arran,Muirkirk,08/04/2021,0 - 2k,1604,Positive,13999,172 days
Ayrshire and Arran,Muirkirk,12/04/2021,0 - 2k,1604,Positive,92630,168 days
Ayrshire and Arran,Muirkirk,28/04/2021,0 - 2k,1604,Weak Positive,658,152 days
Ayrshire and Arran,Muirkirk,29/04/2021,0 - 2k,1604,Weak Positive,658,151 days
Ayrshire and Arran,Muirkirk,05/05/2021,0 - 2k,1604,Weak Positive,658,145 days
Ayrshire and Arran,Muirkirk,07/05/2021,0 - 2k,1604,Negative,0,143 days
Ayrshire and Arran,New Cumnock,07/01/2021,2k - 4k,3471,Positive,205164,263 days
Ayrshire and Arran,New Cumnock,14/01/2021,2k - 4k,3471,Positive (DNQ),9265,256 days
Ayrshire and Arran,New Cumnock,19/01/2021,2k - 4k,3471,Positive,19825,251 days
Ayrshire and Arran,New Cumnock,03/02/2021,2k - 4k,3471,Positive,482347,236 days
Ayrshire and Arran,New Cumnock,11/02/2021,2k - 4k,3471,Positive,25722,228 days
Ayrshire and Arran,New Cumnock,19/02/2021,2k - 4k,3471,Positive,10246,220 days
Ayrshire and Arran,New Cumnock,23/02/2021,2k - 4k,3471,Positive,33908,216 days
Ayrshire and Arran,New Cumnock,01/03/2021,2k - 4k,3471,Positive,28861,210 days
Ayrshire and Arran,New Cumnock,08/03/2021,2k - 4k,3471,Positive (DNQ),6609,203 days
Ayrshire and Arran,New Cumnock,15/03/2021,2k - 4k,3471,Positive (DNQ),5450,196 days
Ayrshire and Arran,New Cumnock,22/03/2021,2k - 4k,3471,Positive (DNQ),4211,189 days
Ayrshire and Arran,New Cumnock,30/03/2021,2k - 4k,3471,Negative,0,181 days
Ayrshire and Arran,New Cumnock,06/04/2021,2k - 4k,3471,Negative,0,174 days
Ayrshire and Arran,New Cumnock,07/05/2021,2k - 4k,3471,Positive (DNQ),3578,143 days
Ayrshire and Arran,New Cumnock,10/05/2021,2k - 4k,3471,Positive,19174,140 days
Ayrshire and Arran,New Cumnock,19/05/2021,2k - 4k,3471,Positive,56283,131 days
Ayrshire and Arran,New Cumnock,26/05/2021,2k - 4k,3471,Positive (DNQ),4062,124 days
Ayrshire and Arran,New Cumnock,02/06/2021,2k - 4k,3471,Positive (DNQ),1624,117 days
Ayrshire and Arran,New Cumnock,09/06/2021,2k - 4k,3471,Positive,18370,110 days
Ayrshire and Arran,New Cumnock,16/06/2021,2k - 4k,3471,Positive,22740,103 days
Ayrshire and Arran,New Cumnock,22/06/2021,2k - 4k,3471,Positive (DNQ),9565,97 days
Ayrshire and Arran,New Cumnock,29/06/2021,2k - 4k,3471,Positive,145337,90 days
Ayrshire and Arran,New Cumnock,06/07/2021,2k - 4k,3471,Positive,151587,83 days
Ayrshire and Arran,New Cumnock,16/07/2021,2k - 4k,3471,Positive,132253,73 days
Ayrshire and Arran,New Cumnock,20/07/2021,2k - 4k,3471,Positive,85509,69 days
Ayrshire and Arran,New Cumnock,26/07/2021,2k - 4k,3471,Positive,55361,63 days
Ayrshire and Arran,New Cumnock,30/08/2021,2k - 4k,3471,Positive,85137,28 days
Ayrshire and Arran,New Cumnock,06/09/2021,2k - 4k,3471,Positive,347747,21 days
Ayrshire and Arran,New Cumnock,15/09/2021,2k - 4k,3471,Positive,296847,12 days
Ayrshire and Arran,Stevenston,11/02/2021,10k - 100k,69291,Positive,22254,228 days
Ayrshire and Arran,Stevenston,12/02/2021,10k - 100k,69291,Positive,14989,227 days
Ayrshire and Arran,Stevenston,16/02/2021,10k - 100k,69291,Positive,25634,223 days
Ayrshire and Arran,Stevenston,19/02/2021,10k - 100k,69291,Positive,55005,220 days
Ayrshire and Arran,Stevenston,23/02/2021,10k - 100k,69291,Positive,36913,216 days
Ayrshire and Arran,Stevenston,26/02/2021,10k - 100k,69291,Positive,15614,213 days
Ayrshire and Arran,Stevenston,02/03/2021,10k - 100k,69291,Positive,21084,209 days
Ayrshire and Arran,Stevenston,05/03/2021,10k - 100k,69291,Positive (DNQ),6559,206 days
Ayrshire and Arran,Stevenston,09/03/2021,10k - 100k,69291,Positive (DNQ),5620,202 days
Ayrshire and Arran,Stevenston,12/03/2021,10k - 100k,69291,Positive (DNQ),3783,199 days
Ayrshire and Arran,Stevenston,16/03/2021,10k - 100k,69291,Positive (DNQ),5004,195 days
Ayrshire and Arran,Stevenston,19/03/2021,10k - 100k,69291,Positive (DNQ),8625,192 days
Ayrshire and Arran,Stevenston,23/03/2021,10k - 100k,69291,Positive,14189,188 days
Ayrshire and Arran,Stevenston,26/03/2021,10k - 100k,69291,Positive,12683,185 days
Ayrshire and Arran,Stevenston,30/03/2021,10k - 100k,69291,Positive,10633,181 days
Ayrshire and Arran,Stevenston,02/04/2021,10k - 100k,69291,Positive,10121,178 days
Ayrshire and Arran,Stevenston,06/04/2021,10k - 100k,69291,Positive (DNQ),6317,174 days
Ayrshire and Arran,Stevenston,09/04/2021,10k - 100k,69291,Positive (DNQ),7207,171 days
Ayrshire and Arran,Stevenston,13/04/2021,10k - 100k,69291,Positive (DNQ),1578,167 days
Ayrshire and Arran,Stevenston,23/04/2021,10k - 100k,69291,Positive (DNQ),3869,157 days
Ayrshire and Arran,Stevenston,27/04/2021,10k - 100k,69291,Positive (DNQ),2635,153 days
Ayrshire and Arran,Stevenston,30/04/2021,10k - 100k,69291,Positive (DNQ),2789,150 days
Ayrshire and Arran,Stevenston,04/05/2021,10k - 100k,69291,Weak Positive,658,146 days
Ayrshire and Arran,Stevenston,07/05/2021,10k - 100k,69291,Positive (DNQ),6050,143 days
Ayrshire and Arran,Stevenston,11/05/2021,10k - 100k,69291,Positive (DNQ),3858,139 days
Ayrshire and Arran,Stevenston,14/05/2021,10k - 100k,69291,Positive (DNQ),5693,136 days
Ayrshire and Arran,Stevenston,18/05/2021,10k - 100k,69291,Positive,31170,132 days
Ayrshire and Arran,Stevenston,21/05/2021,10k - 100k,69291,Positive (DNQ),8031,129 days
Ayrshire and Arran,Stevenston,25/05/2021,10k - 100k,69291,Positive,10132,125 days
Ayrshire and Arran,Stevenston,28/05/2021,10k - 100k,69291,Positive (DNQ),3024,122 days
Ayrshire and Arran,Stevenston,01/06/2021,10k - 100k,69291,Positive,19242,118 days
Ayrshire and Arran,Stevenston,04/06/2021,10k - 100k,69291,Positive,14673,115 days
Ayrshire and Arran,Stevenston,08/06/2021,10k - 100k,69291,Positive (DNQ),11702,111 days
Ayrshire and Arran,Stevenston,11/06/2021,10k - 100k,69291,Positive,26312,108 days
Ayrshire and Arran,Stevenston,15/06/2021,10k - 100k,69291,Positive (DNQ),10575,104 days
Ayrshire and Arran,Stevenston,18/06/2021,10k - 100k,69291,Positive,25540,101 days
Ayrshire and Arran,Stevenston,22/06/2021,10k - 100k,69291,Positive,29934,97 days
Ayrshire and Arran,Stevenston,25/06/2021,10k - 100k,69291,Positive,43404,94 days
Ayrshire and Arran,Stevenston,29/06/2021,10k - 100k,69291,Positive,50686,90 days
Ayrshire and Arran,Stevenston,06/07/2021,10k - 100k,69291,Positive,20206,83 days
Ayrshire and Arran,Stevenston,09/07/2021,10k - 100k,69291,Positive,64172,80 days
Ayrshire and Arran,Stevenston,13/07/2021,10k - 100k,69291,Positive,67697,76 days
Ayrshire and Arran,Stevenston,16/07/2021,10k - 100k,69291,Positive,45265,73 days
Ayrshire and Arran,Stevenston,20/07/2021,10k - 100k,69291,Positive,32592,69 days
Ayrshire and Arran,Stevenston,23/07/2021,10k - 100k,69291,Positive,15273,66 days
Ayrshire and Arran,Stevenston,27/07/2021,10k - 100k,69291,Positive,27335,62 days
Ayrshire and Arran,Stevenston,30/07/2021,10k - 100k,69291,Positive,56844,59 days
Ayrshire and Arran,Stevenston,03/08/2021,10k - 100k,69291,Positive,56537,55 days
Ayrshire and Arran,Stevenston,06/08/2021,10k - 100k,69291,Positive,17103,52 days
Ayrshire and Arran,Stevenston,10/08/2021,10k - 100k,69291,Positive,12094,48 days
Ayrshire and Arran,Stevenston,13/08/2021,10k - 100k,69291,Positive,83340,45 days
Ayrshire and Arran,Stevenston,20/08/2021,10k - 100k,69291,Positive,214805,38 days
Ayrshire and Arran,Stevenston,24/08/2021,10k - 100k,69291,Positive,70114,34 days
Ayrshire and Arran,Stevenston,27/08/2021,10k - 100k,69291,Positive,236785,31 days
Ayrshire and Arran,Stevenston,31/08/2021,10k - 100k,69291,Positive,64981,27 days
Ayrshire and Arran,Stevenston,03/09/2021,10k - 100k,69291,Positive,167333,24 days
Ayrshire and Arran,Stevenston,08/09/2021,10k - 100k,69291,Positive,93265,19 days
Ayrshire and Arran,Stevenston,14/09/2021,10k - 100k,69291,Positive,81473,13 days
Ayrshire and Arran,Stevenston,17/09/2021,10k - 100k,69291,Positive,86448,10 days
Borders,Coldstream,11/02/2021,2k - 4k,2196,Positive (DNQ),5569,228 days
Borders,Coldstream,12/02/2021,2k - 4k,2196,Positive,40603,227 days
Borders,Coldstream,15/02/2021,2k - 4k,2196,Positive (DNQ),3928,224 days
Borders,Coldstream,16/02/2021,2k - 4k,2196,Positive (DNQ),7442,223 days
Borders,Coldstream,25/02/2021,2k - 4k,2196,Positive,59636,214 days
Borders,Coldstream,26/02/2021,2k - 4k,2196,Positive,16551,213 days
Borders,Coldstream,01/03/2021,2k - 4k,2196,Positive,61339,210 days
Borders,Coldstream,02/03/2021,2k - 4k,2196,Positive,45257,209 days
Borders,Coldstream,08/03/2021,2k - 4k,2196,Positive (DNQ),4034,203 days
Borders,Coldstream,09/03/2021,2k - 4k,2196,Positive (DNQ),2884,202 days
Borders,Coldstream,15/03/2021,2k - 4k,2196,Weak Positive,658,196 days
Borders,Coldstream,16/03/2021,2k - 4k,2196,Positive (DNQ),1352,195 days
Borders,Coldstream,25/03/2021,2k - 4k,2196,Weak Positive,658,186 days
Borders,Coldstream,26/03/2021,2k - 4k,2196,Weak Positive,658,185 days
Borders,Coldstream,31/03/2021,2k - 4k,2196,Negative,0,180 days
Borders,Coldstream,01/04/2021,2k - 4k,2196,Negative,0,179 days
Borders,Coldstream,08/04/2021,2k - 4k,2196,Negative,0,172 days
Borders,Coldstream,12/04/2021,2k - 4k,2196,Negative,0,168 days
Borders,Coldstream,26/04/2021,2k - 4k,2196,Weak Positive,658,154 days
Borders,Coldstream,30/04/2021,2k - 4k,2196,Weak Positive,658,150 days
Borders,Coldstream,04/05/2021,2k - 4k,2196,Negative,0,146 days
Borders,Coldstream,10/05/2021,2k - 4k,2196,Negative,0,140 days
Borders,Coldstream,14/05/2021,2k - 4k,2196,Positive (DNQ),1460,136 days
Borders,Coldstream,17/05/2021,2k - 4k,2196,Negative,0,133 days
Borders,Coldstream,21/05/2021,2k - 4k,2196,Negative,0,129 days
Borders,Coldstream,24/05/2021,2k - 4k,2196,Weak Positive,658,126 days
Borders,Coldstream,28/05/2021,2k - 4k,2196,Weak Positive,658,122 days
Borders,Coldstream,01/06/2021,2k - 4k,2196,Negative,0,118 days
Borders,Coldstream,02/06/2021,2k - 4k,2196,Positive (DNQ),1598,117 days
Borders,Coldstream,07/06/2021,2k - 4k,2196,Negative,0,112 days
Borders,Coldstream,11/06/2021,2k - 4k,2196,Negative,0,108 days
Borders,Coldstream,14/06/2021,2k - 4k,2196,Weak Positive,658,105 days
Borders,Coldstream,15/06/2021,2k - 4k,2196,Positive (DNQ),4815,104 days
Borders,Coldstream,21/06/2021,2k - 4k,2196,Negative,0,98 days
Borders,Coldstream,23/06/2021,2k - 4k,2196,Positive (DNQ),5071,96 days
Borders,Coldstream,28/06/2021,2k - 4k,2196,Positive,174892,91 days
Borders,Coldstream,29/06/2021,2k - 4k,2196,Positive,127304,90 days
Borders,Coldstream,05/07/2021,2k - 4k,2196,Positive,19603,84 days
Borders,Coldstream,06/07/2021,2k - 4k,2196,Positive,59841,83 days
Borders,Coldstream,12/07/2021,2k - 4k,2196,Positive,57194,77 days
Borders,Coldstream,13/07/2021,2k - 4k,2196,Positive,40625,76 days
Borders,Coldstream,20/07/2021,2k - 4k,2196,Positive,132604,69 days
Borders,Coldstream,21/07/2021,2k - 4k,2196,Positive,35045,68 days
Borders,Coldstream,26/07/2021,2k - 4k,2196,Positive,173926,63 days
Borders,Coldstream,30/07/2021,2k - 4k,2196,Positive,13619,59 days
Borders,Coldstream,02/08/2021,2k - 4k,2196,Positive,43091,56 days
Borders,Coldstream,06/08/2021,2k - 4k,2196,Positive,288141,52 days
Borders,Coldstream,09/08/2021,2k - 4k,2196,Positive,160693,49 days
Borders,Coldstream,23/08/2021,2k - 4k,2196,Positive,108298,35 days
Borders,Coldstream,27/08/2021,2k - 4k,2196,Positive,191987,31 days
Borders,Coldstream,30/08/2021,2k - 4k,2196,Positive,603840,28 days
Borders,Coldstream,03/09/2021,2k - 4k,2196,Positive,674859,24 days
Borders,Coldstream,10/09/2021,2k - 4k,2196,Positive,269382,17 days
Borders,Coldstream,17/09/2021,2k - 4k,2196,Positive,76027,10 days
Borders,Duns,11/02/2021,2k - 4k,2991,Weak Positive,658,228 days
Borders,Duns,15/02/2021,2k - 4k,2991,Positive (DNQ),2674,224 days
Borders,Duns,16/02/2021,2k - 4k,2991,Positive (DNQ),9348,223 days
Borders,Duns,25/02/2021,2k - 4k,2991,Positive (DNQ),1320,214 days
Borders,Duns,26/02/2021,2k - 4k,2991,Positive (DNQ),3207,213 days
Borders,Duns,01/03/2021,2k - 4k,2991,Weak Positive,658,210 days
Borders,Duns,02/03/2021,2k - 4k,2991,Weak Positive,658,209 days
Borders,Duns,08/03/2021,2k - 4k,2991,Weak Positive,658,203 days
Borders,Duns,09/03/2021,2k - 4k,2991,Weak Positive,658,202 days
Borders,Duns,15/03/2021,2k - 4k,2991,Negative,0,196 days
Borders,Duns,16/03/2021,2k - 4k,2991,Negative,0,195 days
Borders,Duns,25/03/2021,2k - 4k,2991,Negative,0,186 days
Borders,Duns,26/03/2021,2k - 4k,2991,Negative,0,185 days
Borders,Duns,01/04/2021,2k - 4k,2991,Weak Positive,658,179 days
Borders,Duns,02/04/2021,2k - 4k,2991,Negative,0,178 days
Borders,Duns,06/04/2021,2k - 4k,2991,Negative,0,174 days
Borders,Duns,08/04/2021,2k - 4k,2991,Negative,0,172 days
Borders,Duns,12/04/2021,2k - 4k,2991,Negative,0,168 days
Borders,Duns,26/04/2021,2k - 4k,2991,Negative,0,154 days
Borders,Duns,30/04/2021,2k - 4k,2991,Negative,0,150 days
Borders,Duns,04/05/2021,2k - 4k,2991,Positive (DNQ),1836,146 days
Borders,Duns,05/05/2021,2k - 4k,2991,Weak Positive,658,145 days
Borders,Duns,10/05/2021,2k - 4k,2991,Negative,0,140 days
Borders,Duns,14/05/2021,2k - 4k,2991,Weak Positive,658,136 days
Borders,Duns,17/05/2021,2k - 4k,2991,Negative,0,133 days
Borders,Duns,21/05/2021,2k - 4k,2991,Negative,0,129 days
Borders,Duns,24/05/2021,2k - 4k,2991,Negative,0,126 days
Borders,Duns,01/06/2021,2k - 4k,2991,Weak Positive,658,118 days
Borders,Duns,02/06/2021,2k - 4k,2991,Weak Positive,658,117 days
Borders,Duns,07/06/2021,2k - 4k,2991,Weak Positive,658,112 days
Borders,Duns,11/06/2021,2k - 4k,2991,Negative,0,108 days
Borders,Duns,14/06/2021,2k - 4k,2991,Positive (DNQ),4334,105 days
Borders,Duns,15/06/2021,2k - 4k,2991,Positive (DNQ),9568,104 days
Borders,Duns,21/06/2021,2k - 4k,2991,Negative,0,98 days
Borders,Duns,23/06/2021,2k - 4k,2991,Weak Positive,658,96 days
Borders,Duns,30/06/2021,2k - 4k,2991,Positive,34352,89 days
Borders,Duns,01/07/2021,2k - 4k,2991,Positive,26566,88 days
Borders,Duns,05/07/2021,2k - 4k,2991,Positive (DNQ),8231,84 days
Borders,Duns,06/07/2021,2k - 4k,2991,Positive,18695,83 days
Borders,Duns,13/07/2021,2k - 4k,2991,Positive,18806,76 days
Borders,Duns,20/07/2021,2k - 4k,2991,Positive,18946,69 days
Borders,Duns,21/07/2021,2k - 4k,2991,Positive,30804,68 days
Borders,Duns,26/07/2021,2k - 4k,2991,Positive (DNQ),8661,63 days
Borders,Duns,30/07/2021,2k - 4k,2991,Weak Positive,658,59 days
Borders,Duns,18/08/2021,2k - 4k,2991,Positive,102886,40 days
Borders,Duns,23/08/2021,2k - 4k,2991,Positive,11606,35 days
Borders,Duns,30/08/2021,2k - 4k,2991,Positive,68224,28 days
Borders,Duns,03/09/2021,2k - 4k,2991,Positive,12873,24 days
Borders,Duns,06/09/2021,2k - 4k,2991,Positive,34054,21 days
Borders,Duns,10/09/2021,2k - 4k,2991,Positive (DNQ),8230,17 days
Borders,Duns,17/09/2021,2k - 4k,2991,Positive,65400,10 days
Borders,Duns,20/09/2021,2k - 4k,2991,Positive,30440,7 days
Borders,Eyemouth,24/03/2021,4k - 10k,5205,Negative,0,187 days
Borders,Eyemouth,25/03/2021,4k - 10k,5205,Positive (DNQ),2712,186 days
Borders,Eyemouth,31/03/2021,4k - 10k,5205,Weak Positive,658,180 days
Borders,Eyemouth,01/04/2021,4k - 10k,5205,Positive (DNQ),4240,179 days
Borders,Eyemouth,07/04/2021,4k - 10k,5205,Negative,0,173 days
Borders,Eyemouth,09/04/2021,4k - 10k,5205,Weak Positive,658,171 days
Borders,Eyemouth,14/04/2021,4k - 10k,5205,Weak Positive,658,166 days
Borders,Eyemouth,15/04/2021,4k - 10k,5205,Negative,0,165 days
Borders,Eyemouth,28/04/2021,4k - 10k,5205,Weak Positive,658,152 days
Borders,Eyemouth,29/04/2021,4k - 10k,5205,Negative,0,151 days
Borders,Eyemouth,06/05/2021,4k - 10k,5205,Positive (DNQ),8411,144 days
Borders,Eyemouth,07/05/2021,4k - 10k,5205,Negative,0,143 days
Borders,Eyemouth,12/05/2021,4k - 10k,5205,Negative,0,138 days
Borders,Eyemouth,13/05/2021,4k - 10k,5205,Positive,17058,137 days
Borders,Eyemouth,19/05/2021,4k - 10k,5205,Negative,0,131 days
Borders,Eyemouth,20/05/2021,4k - 10k,5205,Positive (DNQ),1587,130 days
Borders,Eyemouth,26/05/2021,4k - 10k,5205,Negative,0,124 days
Borders,Eyemouth,27/05/2021,4k - 10k,5205,Negative,0,123 days
Borders,Eyemouth,03/06/2021,4k - 10k,5205,Negative,0,116 days
Borders,Eyemouth,09/06/2021,4k - 10k,5205,Negative,0,110 days
Borders,Eyemouth,04/08/2021,4k - 10k,5205,Positive,77374,54 days
Borders,Eyemouth,11/08/2021,4k - 10k,5205,Weak Positive,658,47 days
Borders,Eyemouth,31/08/2021,4k - 10k,5205,Positive,313156,27 days
Borders,Eyemouth,02/09/2021,4k - 10k,5205,Positive,128220,25 days
Borders,Eyemouth,08/09/2021,4k - 10k,5205,Positive,16307,19 days
Borders,Eyemouth,09/09/2021,4k - 10k,5205,Positive,17780,18 days
Borders,Eyemouth,15/09/2021,4k - 10k,5205,Positive,33285,12 days
Borders,Eyemouth,16/09/2021,4k - 10k,5205,Positive,90103,11 days
Borders,Galashiels,03/06/2020,10k - 100k,14921,Negative,0,481 days
Borders,Galashiels,30/06/2020,10k - 100k,14921,Negative,0,454 days
Borders,Galashiels,18/08/2020,10k - 100k,14921,Negative,0,405 days
Borders,Galashiels,25/08/2020,10k - 100k,14921,Negative,0,398 days
Borders,Galashiels,01/09/2020,10k - 100k,14921,Negative,0,391 days
Borders,Galashiels,08/09/2020,10k - 100k,14921,Negative,0,384 days
Borders,Galashiels,15/09/2020,10k - 100k,14921,Negative,0,377 days
Borders,Galashiels,25/09/2020,10k - 100k,14921,Weak Positive,658,367 days
Borders,Galashiels,06/10/2020,10k - 100k,14921,Positive (DNQ),3991,356 days
Borders,Galashiels,13/10/2020,10k - 100k,14921,Positive (DNQ),3927,349 days
Borders,Galashiels,21/10/2020,10k - 100k,14921,Positive (DNQ),3431,341 days
Borders,Galashiels,27/10/2020,10k - 100k,14921,Positive (DNQ),2273,335 days
Borders,Galashiels,03/11/2020,10k - 100k,14921,Positive,21303,328 days
Borders,Galashiels,10/11/2020,10k - 100k,14921,Positive,23879,321 days
Borders,Galashiels,18/11/2020,10k - 100k,14921,Positive (DNQ),2621,313 days
Borders,Galashiels,24/11/2020,10k - 100k,14921,Positive,25862,307 days
Borders,Galashiels,01/12/2020,10k - 100k,14921,Weak Positive,658,300 days
Borders,Galashiels,08/12/2020,10k - 100k,14921,Negative,0,293 days
Borders,Galashiels,15/12/2020,10k - 100k,14921,Positive (DNQ),2214,286 days
Borders,Galashiels,06/01/2021,10k - 100k,14921,Positive (DNQ),7025,264 days
Borders,Galashiels,12/01/2021,10k - 100k,14921,Positive,27589,258 days
Borders,Galashiels,19/01/2021,10k - 100k,14921,Weak Positive,658,251 days
Borders,Galashiels,26/01/2021,10k - 100k,14921,Positive,68542,244 days
Borders,Galashiels,05/02/2021,10k - 100k,14921,Weak Positive,658,234 days
Borders,Galashiels,16/02/2021,10k - 100k,14921,Weak Positive,658,223 days
Borders,Galashiels,26/02/2021,10k - 100k,14921,Negative,0,213 days
Borders,Galashiels,02/03/2021,10k - 100k,14921,Weak Positive,658,209 days
Borders,Galashiels,09/03/2021,10k - 100k,14921,Weak Positive,658,202 days
Borders,Galashiels,16/03/2021,10k - 100k,14921,Weak Positive,658,195 days
Borders,Galashiels,24/03/2021,10k - 100k,14921,Positive (DNQ),3766,187 days
Borders,Galashiels,31/03/2021,10k - 100k,14921,Weak Positive,658,180 days
Borders,Galashiels,14/04/2021,10k - 100k,14921,Weak Positive,658,166 days
Borders,Galashiels,28/04/2021,10k - 100k,14921,Weak Positive,658,152 days
Borders,Galashiels,05/05/2021,10k - 100k,14921,Negative,0,145 days
Borders,Galashiels,12/05/2021,10k - 100k,14921,Negative,0,138 days
Borders,Galashiels,19/05/2021,10k - 100k,14921,Weak Positive,658,131 days
Borders,Galashiels,26/05/2021,10k - 100k,14921,Weak Positive,658,124 days
Borders,Galashiels,03/06/2021,10k - 100k,14921,Negative,0,116 days
Borders,Galashiels,09/06/2021,10k - 100k,14921,Positive (DNQ),2436,110 days
Borders,Galashiels,17/06/2021,10k - 100k,14921,Positive (DNQ),8766,102 days
Borders,Galashiels,23/06/2021,10k - 100k,14921,Positive,55899,96 days
Borders,Galashiels,30/06/2021,10k - 100k,14921,Positive (DNQ),3505,89 days
Borders,Galashiels,07/07/2021,10k - 100k,14921,Positive,24645,82 days
Borders,Galashiels,21/07/2021,10k - 100k,14921,Positive,38378,68 days
Borders,Galashiels,28/07/2021,10k - 100k,14921,Positive,23892,61 days
Borders,Galashiels,04/08/2021,10k - 100k,14921,Positive,22847,54 days
Borders,Galashiels,11/08/2021,10k - 100k,14921,Positive,46982,47 days
